"","Raw_NS.1","Raw_NS.2","Raw_NS.3","Raw_NS.4","Raw_NS.5","Raw_NS.6","Raw_NS.7","Raw_NS.8","Raw_NS.9","Raw_NS.10","Raw_NS.11","Raw_NS.12","Raw_NS.13","Raw_NS.14","Raw_NS.15","Raw_NS.16","Raw_NS.17","Raw_NS.18","Raw_NS.19","Raw_NS.20","Raw_OA.1","Raw_OA.2","Raw_OA.3","Raw_OA.4","Raw_OA.5","Raw_OA.6","Raw_OA.7","Raw_OA.8","Raw_OA.9","Raw_OA.10","Raw_HS.1","Raw_HS.2","Raw_HS.3","Raw_HS.4","Raw_HS.5","Raw_HS.6","Raw_HS.7","Raw_HS.8","Raw_HS.9","Raw_HS.10","Raw_MA.1","Raw_MA.2","Raw_MA.3","Raw_MA.4","Raw_MA.5","Raw_SCO.1","Raw_SCO.2","Raw_SCO.3","Raw_SCO.4","Raw_SCO.5","Raw_SCO.6","Raw_SCO.7","Raw_SCO.8","Raw_SCO.9","Raw_SCO.10",">>NormaExpression","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","NS.7","NS.8","NS.9","NS.10","NS.11","NS.12","NS.13","NS.14","NS.15","NS.16","NS.17","NS.18","NS.19","NS.20","OA.1","OA.2","OA.3","OA.4","OA.5","OA.6","OA.7","OA.8","OA.9","OA.10","HS.1","HS.2","HS.3","HS.4","HS.5","HS.6","HS.7","HS.8","HS.9","HS.10","MA.1","MA.2","MA.3","MA.4","MA.5","SCO.1","SCO.2","SCO.3","SCO.4","SCO.5","SCO.6","SCO.7","SCO.8","SCO.9","SCO.10",">>DiffResult","NS_mean","OA_mean","HS_mean","MA_mean","SCO_mean","Log2FC(Max/Min)","ANOVA_pvalue","MA-HS","NS-HS","OA-HS","SCO-HS","NS-MA","OA-MA","SCO-MA","OA-NS","SCO-NS","SCO-OA","ANOVA_p.adjust","Diff"
"NEU1-N186-H5N4F4",6306460.514,9659257.035,2140864.699,3355531.305,3323330.527,9305838.722,,1834190.569,,8709218.392,6237124.564,,9675609.889,7649002.634,6229507.351,,5954994.894,3807428.283,15475153.68,,7451038.303,6407687.199,4190434,,8121292.455,3004670.267,7507010.805,,6098166.829,3331636.046,3918247.961,3507051.577,,7335182.068,8171804.213,3807412.644,4242319.019,9220438.715,5526217.229,,8693060.554,,,,,4287502.781,,4190261.887,2845150.374,1877099.502,7752082.854,1847915.715,,3374911.94,5250357.094,">>NormaExpression",22.5883993212667,23.2034809436506,21.0297628645974,21.6781102158892,21.6641987890774,23.1497049085505,0,20.8067128959414,0,23.0541119850761,22.5724498724514,0,23.205921320887,22.8668404026321,22.5706868758217,0,22.5056690826683,21.8603858104983,23.8834504940035,0,22.8290102422423,22.6113725165869,21.9986685840765,0,22.9532780889151,21.5187757275113,22.8398073210038,0,22.5399444249415,21.667799809026,21.9017776370137,21.7418276286599,0,22.8064015417668,22.9622233850463,21.8603798846222,22.0164220238584,23.1364041225301,22.3978611042722,0,23.0514329294368,0,0,0,0,22.0317065128726,0,21.9986093272998,21.4400739813321,20.8400744650206,22.8861527457397,20.8174683057512,0,21.6864188558876,22.32398439264,">>DiffResult",16.8319942891506,17.8958656714303,17.882329732777,4.61028658588736,17.4024488586544,13.285579085543,0.108511508246778,0.106436078770871,0.998607058483025,0.99999999997754,0.999964707046733,0.101478293504472,0.10584841879314,0.129037929102186,0.998535344080887,0.999875392446271,0.999960567303533,0.182274426820528,"NO"
"NEU1-N343-H6N3+242.02",,,1599639.503,2289920.197,,,,,,1819511.953,,,,,,,2811131.028,,,,2732917.467,,,,,,1870753.716,,,,,,598746.6404,,,1718230.365,,,,,,2376810.989,1992341.359,,3700317.414,,1513185.321,1820065.751,908872.1091,,2375952.687,1044817.235,1114645.936,1557782.141,2455245.32,">>NormaExpression",0,0,20.6093162851782,21.1268665210728,0,0,0,0,0,20.7951208909969,0,0,0,0,0,0,21.4227197824404,0,0,0,21.3820109889331,0,0,0,0,0,20.8351889813458,0,0,0,0,0,19.191588539791,0,0,20.7124928820894,0,0,0,0,0,21.180596356801,20.9260341470475,0,21.8192179899397,0,20.5291582091147,20.7955599316002,19.7937193632998,0,21.1800752841722,19.9948205506038,20.088155378713,20.5710629791168,21.2274363379847,">>DiffResult",4.19770117398442,4.22171999702789,3.99040814218804,12.7851696987576,16.4179988034605,12.4275906612725,0.00441745695490489,0.385486718110776,0.99999695740957,0.999997346183964,0.0243199538312715,0.318117618162384,0.41261248760854,0.945169421294511,0.999999999450605,0.0075726295506392,0.0283030977220753,0.0160486320126889,"YES"
"NRP1-N150-H4N3F1",504310.0152,368849.1231,319330.7116,,1127456.58,409017.5766,,567846.9753,,,609263.9912,,298051.9755,435978.599,556053.8076,754631.5536,651920.688,318222.2859,270349.6083,,465978.4314,420824.1287,786073.026,487225.4899,521947.2926,,,407579.7495,747248.7688,,,530185.6915,,288614.3652,570186.3267,684459.9083,,,,488328.2636,883942.6704,881716.0074,800372.7894,2334010.239,1773018.424,,,401779.0862,611407.0459,652464.3569,713169.9015,544230.0456,403477.8518,395231.1133,869669.0022,">>NormaExpression",18.9439542115323,18.4926751915769,18.2846963029363,0,20.1046417231818,18.6418068426896,0,19.1151452164253,0,0,19.2167103188898,0,18.1852092504218,18.7339011023057,19.0848675637809,19.5254148114047,19.3143391457649,18.2796798827748,18.0444720769836,0,18.8299067493333,18.6828613291822,19.5843056544962,18.8942330473536,18.9935473660892,0,0,18.6367263874304,19.5112310199686,0,0,19.0161409312359,0,18.1387885819851,19.1210764479283,19.3846086214536,0,0,0,18.8974947098883,19.7535949107686,19.7499561624959,19.6103143971505,21.1543800774176,20.7577769108371,0,0,18.6160465346442,19.2217760121109,19.3155417772605,19.4438883143626,19.0538597317514,18.6221335315759,18.5923406476155,19.7301085460832,">>DiffResult",13.1983756820334,13.3132811553853,9.45581092924912,20.2052044917339,15.2595695095404,10.7493935624848,0.244650509800676,0.171935035486149,0.796552465571121,0.855220185982437,0.566796026075301,0.491593223084333,0.595705325502243,0.833498818312506,0.999999673637584,0.97196387809504,0.986670884149756,0.333329191092063,"NO"
"NRP1-N150-H4N3F2",893178.4536,,,416089.7253,395239.8732,334840.23,,359531.8697,,,879398.1193,,562398.6478,368876.974,367764.2671,,828232.7155,502080.4183,364539.6872,,676618.5822,780510.6885,967710.5574,495732.57,920438.1487,251845.7053,373266.444,1434754.121,,339579.6797,,966184.9436,76557.58824,497043.2209,920193.5557,689522.1789,608095.8196,,,,708210.9029,,,2119768.878,1763289.471,,,466242.8207,,1719699.239,1153737.398,523657.1719,437924.8468,335614.3236,811194.3572,">>NormaExpression",19.768590538707,0,0,18.6665386053746,18.5923726230644,18.353117656609,0,18.4557641471471,0,0,19.7461585621589,0,19.1012361653669,18.4927841215621,18.4884257079965,0,19.659678407155,18.9375618072448,18.4757203203903,0,19.3679854055356,19.5740607117838,19.884217566647,18.9192054327259,19.8119628209217,17.9421863319827,18.5098501581971,20.4523730930781,0,18.3733948541349,0,19.8819413385439,16.2242766059522,18.9230146852487,19.8115793952468,19.3952395243951,19.2139415185602,0,0,0,19.4338215657094,0,0,21.015476223788,20.7498387221178,0,0,18.830725079366,0,20.7137256799508,20.1378847095185,18.9982658460706,18.7403270759738,18.3564490626133,19.6296898696729,">>DiffResult",11.3368974331388,17.2835236375007,11.3449993067947,12.239827302323,13.5407067323166,5.94662620436185,0.527472938411961,0.999767260045675,0.999999999993661,0.601076785044928,0.983266609107401,0.999653774948502,0.852648514005622,0.998978641822739,0.459646044129244,0.971220641150526,0.891040508271896,0.602723651173846,"NO"
"NRP1-N150-H4N3S1",,,,,335967.6853,213174.3014,,,400890.6024,613883.4411,680664.7475,169148.4123,344650.618,,,657775.8739,,132552.554,299197.945,,,323803.7265,471216.5951,,875567.7467,533079.1278,,,,1080405.465,,358814.9121,,237334.501,626008.4249,,350486.8023,,,,491293.3086,774641.0255,182802.5119,,1155937.151,527342.1066,,632547.1433,635471.296,363662.1282,1040219.111,,,719588.5521,685848.3878,">>NormaExpression",0,0,0,0,18.3579672441439,17.7016807708272,0,0,18.6128526716642,19.2276075796373,19.3765869866139,17.3679386390157,18.3947792626386,0,0,19.3272387612719,0,17.0162158264182,18.1907455626104,0,0,18.3047645189048,18.8460338843386,0,19.7398609330835,19.0239928766357,0,0,0,20.0431427471933,0,18.4528843440662,0,17.8565683915969,19.2558248522882,0,18.4190047107768,0,0,0,18.9062280007187,19.5631702463114,17.4799342612007,0,20.1406327771691,19.0083824061748,0,19.2708157620808,19.277469705419,18.4722431328132,19.9884574048527,0,0,19.4568147143295,19.3875322704699,">>DiffResult",9.17868066524207,9.59577949601559,7.39842822987281,15.21799305708,13.486171539614,7.81956482720716,0.452408618908214,0.565292653131679,0.988495024544206,0.985224209145155,0.60954090669008,0.709408447752282,0.815487797409985,0.997261843885941,0.999961294362993,0.767603513291587,0.889427172037365,0.538559751022101,"NO"
"NRP1-N150-H5N2",,,,,,,,,,,,,,,,,,,,,223001.6841,,,,,,,,,,,,,,,,,,,,,280945.7433,,2733758.178,1486158.83,,,,,546816.0554,215826.4337,,,,,">>NormaExpression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7667015492212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0999371512929,0,21.3824547281395,20.5031578490962,0,0,0,0,19.0606987162053,17.7195187310488,0,0,0,0,">>DiffResult",0,1.77667015492212,0,11.9971099457057,3.67802174472542,11.9971099457057,0.00040545084076374,0.000783077140278032,1,0.936449304723249,0.500843611803925,0.000205314598314299,0.00553111055418709,0.0356892632474854,0.897173569712762,0.35508894915577,0.920013252232671,0.00260424193875171,"YES"
"NRP1-N150-H5N3F1",668501.2622,433907.676,656670.3652,,1179032.445,482375.6239,396146.3909,619114.6816,757304.4032,,752045.9418,321065.2043,314830.2965,412599.3098,451516.2975,1119196.603,771178.4251,370392.1241,317347.2035,,600851.5831,515514.4923,1231022.725,832596.6801,796000.1142,271358.531,236766.224,1163348.543,,290314.8366,486321.4324,802020.5177,267854.7824,393324.3475,961478.972,593032.9956,484957.1215,,411167.6076,854070.4262,1546040.341,2126458.998,1525586.68,4585705.254,2160035.336,962496.1115,,553923.194,744420.1117,1310016.916,970537.0964,725527.4264,645960.6394,387186.5006,1376519.576,">>NormaExpression",19.3505729168186,18.727031907554,19.3248120209138,0,20.1691732123673,18.8798004699819,18.5956777748378,19.2398494762474,19.530515696481,0,19.5204631903137,18.2925112881931,18.2642194366961,18.6543853789059,18.7844217324407,20.0940333471041,19.556707035727,18.4986977913964,18.2757071500212,0,19.1966515490367,18.9756562586326,20.2314271358663,19.667260013082,19.6024109246149,18.0498460559933,17.8531098550429,20.1498532071378,0,18.1472637469219,18.8915536141644,19.6132814181777,18.0310969153507,18.5853636369043,19.8748972804188,19.1777552838923,18.8875006433595,0,18.6493705945409,19.7039972022633,20.5601474666324,21.020022285219,20.5409336675404,22.1287125126706,21.0426241508454,19.8764226855412,0,19.0793290275644,19.5057594450851,20.3211551117339,19.8884253183996,19.4686726150181,19.3010889670795,18.5626728539257,20.3925947445837,">>DiffResult",16.1879289913,17.1873478746328,17.1414816589072,21.0584880165816,17.6396120768931,4.87055902528155,0.64908410803618,0.781032418675903,0.994707952017861,0.999999982776557,0.999764163851192,0.528327150975917,0.788265114228844,0.853762721934813,0.99366232163167,0.974299207208211,0.999839294879378,0.69740746534402,"NO"
"NRP1-N150-H5N3F2",1749506.73,,443255.9209,,1674503.015,,592196.8093,1425848.732,,1485562.383,1897813.171,483722.9376,1003274.474,,1199298.559,2212821.009,1687378.747,,,,,1470057.369,3580941.736,1279301.417,,,742416.5788,3931012.478,901445.655,,1264989.148,,594317.4819,,2287236.05,1581867.062,1275538.576,223580.0982,384878.5934,1271841.615,1902134.792,4016534.811,1408234.971,5993124.891,3785458.921,2509034.325,1789973.429,,1858785.444,5986712.903,,1570649.278,,,3934166.364,">>NormaExpression",20.7385176082992,0,18.7577836316074,0,20.6753024045588,0,19.1757196280427,20.4433905158173,0,20.5025787297913,20.8559073036738,18.8838244073049,19.936286357136,0,20.1937606269968,21.077455980219,20.6863532598796,0,0,0,0,20.4874420080559,21.7719080175695,20.2869259155873,0,0,19.5018713451223,21.9064698795656,19.7818825941099,0,20.2706947182857,0,19.1808767204887,0,21.125174464211,20.5931978440804,20.2826762312698,17.7704387006958,18.5540476548579,20.2784887237458,20.85918881208,21.9375203088095,20.4254576686882,22.5148772486578,21.8520371629133,21.2587013520854,20.7715075470828,0,20.8259295978494,22.5133328967579,0,20.5829305543091,0,0,21.9076269021508,">>DiffResult",12.0963440226663,12.373649976001,15.8055595057635,21.5178162402298,12.7860028850235,9.42147221756343,0.352276382681939,0.81880718272096,0.860156382733805,0.932218499024448,0.956554227596849,0.309848231099931,0.43159018902851,0.4784246601653,0.999993049441625,0.999737844061912,0.999980919114862,0.444240659498583,"NO"
"NRP1-N150-H5N3F3",1055104.737,,,,,514801.9125,,238220.1061,1283936.155,639109.8077,1293581.772,,626697.8978,399081.9419,516842.0685,,809928.4686,564452.6203,404188.7748,,1527247.026,1016445.667,1077816.706,546895.964,1390549.96,1077647.025,475918.4419,,,565460.4594,578926.0681,2170644.73,,715885.5429,1648740.941,860866.4742,751465.2758,362631.6366,,,370610.5386,,,,,2569477.683,2238189.99,1171532.826,1159084.488,6660161.693,3138407.053,493704.6254,1376513.258,877736.7119,3289158.93,">>NormaExpression",20.0089561546089,0,0,0,0,18.9736606900728,0,17.8619417143259,20.2921431577745,19.285706558755,20.3029409394917,0,19.2574129302407,18.6063290891361,18.9793667691638,0,19.627436753136,19.1064955177697,18.6246732992917,0,20.54250294503,19.9551030882223,20.0396817614322,19.0609095276956,20.4072251859197,20.0394546198598,18.8603578660224,0,0,19.1090691711058,19.1430220866966,21.0496928529565,0,19.4493714348795,20.6529341769692,19.7154316342072,19.5193488349619,18.4681492465738,0,0,18.4995482732922,0,0,0,0,21.2930442525792,21.093901719387,20.1599671794347,20.1445555451296,22.6671259888906,21.5816015117408,18.9132915580219,20.3925881228387,19.7434303683283,21.6492877278801,">>DiffResult",11.5463531786883,15.8014304165288,13.7997950267245,3.69990965465843,20.7638793974231,17.0639697427647,0.00648229554632693,0.196950196808867,0.956906011262083,0.983400969946563,0.353547060959006,0.34581402970627,0.0792180080561933,0.00446908189757589,0.686235758062426,0.0489955911574056,0.678227967322585,0.0214668654211223,"YES"
"NRP1-N150-H5N3S1",,,,,270787.0321,209906.8447,,,,,582878.4589,,322353.1456,,,721060.2748,,,329611.7072,,,,364349.9048,,677269.3159,282248.7473,,,,770231.319,278142.7126,227852.6247,,253902.6142,534905.1682,299965.6935,365863.1109,,,,518837.2402,,,1035367.034,905785.5743,,,544725.838,552323.0815,436025.5442,869773.0375,,,403043.68,518604.3375,">>NormaExpression",0,0,0,0,18.0468044525982,17.6793965586386,0,0,0,0,19.1528380353448,0,18.2982870116637,0,0,19.4597623373618,0,0,18.330412336682,0,0,0,18.4749690478101,0,19.3693722396579,18.1066127637816,0,0,0,19.5549341344229,18.0854709684759,17.797747795602,0,17.9539214056621,19.0289263144646,18.1944427958582,18.480948377225,0,0,0,18.9849252896351,0,0,19.9817122514906,19.7888116301481,0,0,19.05517342312,19.075155505165,18.7340564397602,19.7302811198575,0,0,18.6205802537395,18.9842775289604,">>DiffResult",5.54837503661445,7.55058881856724,10.9541457657288,11.7510898342548,11.4199524270603,6.20271479764031,0.377748783694127,0.999866929437804,0.577928741186069,0.926723938761418,0.999964850212435,0.681259684666523,0.924805411034748,0.999995993850886,0.981522977514837,0.497534290864353,0.888063707158779,0.469774817168547,"NO"
"NRP1-N150-H5N4",459337.0708,796014.1537,,,631607.3756,499487.0871,,781935.1435,,596518.2047,989252.1328,,,467374.9165,1002797.974,947471.7901,708994.8134,324377.4626,361682.2745,,1075961.89,865101.5112,1347475.224,697029.7763,1812643.449,903820.5354,369743.0955,910042.6893,769448.8371,1020868.033,695635.7589,861246.7853,,570318.645,1796883.65,776569.0764,729830.4232,,,623115.1783,1503628.205,1356225.41,804372.2292,3624482.077,2505229.172,856694.8136,,818187.9458,1200567.673,1059287.838,,770649.7404,820546.6913,,1049734.177,">>NormaExpression",18.8091968362194,19.6024363699793,0,0,19.2686707769783,18.9300907442729,0,19.5766912696709,0,19.1862090601016,19.9159802034171,0,0,18.8342238695734,19.9356009945358,19.8537249864261,19.4354175828538,18.307318508136,18.4643673587069,0,20.0371968894713,19.7225115709286,20.3618283864059,19.4108628318722,20.7896645368944,19.7856784070207,18.4961675833274,19.7955762821915,19.5534677501443,19.9613663644715,19.4079746441163,19.716068842366,0,19.1214112024907,20.7770663681474,19.5667565913393,19.4772037425404,0,0,19.249141649293,20.5200174115652,20.3711666130771,19.6175055417301,21.7893438222652,21.2565117287318,19.7084235129492,0,19.6420745201604,20.1952864979762,20.0146645942854,0,19.5557176520168,19.6462276619265,0,20.0015939857709,">>DiffResult",12.5059964280436,19.7914320602728,13.7315623040293,20.7109090234739,13.8763988425085,8.2049125954303,0.101723191694522,0.528476685726501,0.995057820277317,0.467092059030736,0.999999415843408,0.275835623350075,0.999586858731288,0.548896257932966,0.160295332806509,0.992416595657972,0.491473865034635,0.174106019166759,"NO"
"NRP1-N150-H5N4F1",2582880.657,2851845.17,3357129.473,2535477.986,4965892.289,3212822.607,1975942.686,5309208.427,2556200.485,3321682.966,,1589009.606,1652496.27,1861984.168,3793149.365,4353604.552,2718028.62,1626848.34,1381781.655,1071154.41,3358063.699,2112281.97,5718149.819,2920774.267,4008668.17,1327802.043,1466995.176,4245428.96,1820119.137,1514737.839,2497319.031,2920760.191,1062619.956,1665311.938,4146302.286,2242882.132,2462796.137,576858.7306,2181858.524,4189223.689,8118271.953,9676457.742,7197663.86,16656734.48,9069685.467,2796258.706,1338743.333,2264474.35,3419799.054,5087414.984,4411686.826,3284331.503,2411038.635,1587222.97,3873115.756,">>NormaExpression",21.3005501125979,21.4434647335171,21.6787971769859,21.2738268867501,22.2436218294123,21.6154103443159,20.9141104003124,22.3400656204364,21.2855701262483,21.6634833872441,0,20.5996973234458,20.6562164576619,20.8284101502026,21.8549651322403,22.0537792708438,21.3741297474288,20.6336492207654,20.398099276792,20.0307363799172,21.6791985959146,21.0103716862506,22.4471172415761,21.4779199265814,21.9346919280713,20.3406097326051,20.4844336796858,22.0174792408287,20.7956022479536,20.5306376447661,21.2519492834824,21.4779129738301,20.019195638988,20.667361876758,21.9833942171765,21.0969230184257,21.2318663658588,19.1378610297556,21.057126788056,21.9982518345295,22.9527414165437,23.206047735616,22.7790974979174,23.9896023417273,23.1126212479366,21.4150669283059,20.3524490372819,21.1107454043067,21.705480546618,22.2785016335498,22.072899277793,21.6471687610398,21.2012239368751,20.5980742876736,21.8850635617215,">>DiffResult",20.2094291788559,21.2718061924233,20.9921843026861,23.2080220479482,21.4266673375165,2.99859286909228,0.374061269483203,0.665809445723792,0.961708874929508,0.999571478285375,0.997577120751552,0.285022025289457,0.766025134622053,0.815888177388166,0.891387763295238,0.833770193956082,0.999959075681787,0.466678360753323,"NO"
"NRP1-N150-H5N4F1+174.05",,,,,,,,,,,,,,702869.2849,,753683.5839,,416583.8352,,,1023214.065,1326322.919,,1146113.354,,,922550.0387,3686048.608,,,,,,,,,,,,1079490.037,,,,,,6285261.959,1772315.784,4417033.576,7587772.866,,,4465123.807,5663446.624,,,">>NormaExpression",0,0,0,0,0,0,0,0,0,0,0,0,0,19.4228989381318,0,19.5236013580782,0,18.6682507968207,0,0,19.9646779799003,20.3390017273279,0,20.1283195660526,0,0,19.8152692026749,21.8136440566612,0,0,0,0,0,0,0,0,0,0,0,20.0419198340562,0,0,0,0,0,22.5835416738282,20.7572050636569,22.0746466949847,22.8552452529152,0,0,22.0902690707454,22.4332491304765,0,0,">>DiffResult",2.88073755465154,10.2060912532617,2.00419198340562,0,13.2794156886607,13.2794156886607,0.00409312154819694,0.992270164270288,0.998800775763455,0.202474736158703,0.0324577950524275,0.95857004620163,0.189526927697124,0.0433924574161983,0.177743722643204,0.0194483441901461,0.923717465284533,0.0152656242226976,"YES"
"NRP1-N150-H5N4F2",9295765.912,11358980.49,8201062.555,10620184.23,18114768.79,12091107.49,6510213.9,19954329,10204075.29,10175591.65,11237205.83,7049720.73,7010454.905,7769105.246,12336799.24,16050165.28,11457989.28,7285069.127,5613584.536,4870948.896,11851233.23,9444145.054,15293915.3,9589497.644,13670825.98,4671298.711,5588606.886,13272374.78,7942335.819,5503858.058,10315731.28,11453630.74,5264542.612,8099791.032,18467251.2,11160506.88,10743415.79,2615020.91,7690137.09,12664442.49,22414432.78,26765256.81,17495898.76,39588439.1,23838040.46,14120507.96,7269758.865,10517251.13,9747258.115,17472352.06,16145040.53,10321278.92,12780308.36,7387439.623,20542978.48,">>NormaExpression",23.1481424634627,23.437330144723,22.9673795871069,23.3403055930722,24.1106631357529,23.5274431784195,22.6342737363782,24.2501985029753,23.2826422545046,23.2786094870388,23.4217801416489,22.7491348812083,22.7410768381671,22.8893172106048,23.5564649195994,23.9360849079821,23.4498506832331,22.7965114292445,22.4204911195959,22.2157717126002,23.4985339785905,23.170988922385,23.8664545478971,23.1930239598833,23.7045971817611,22.1553925808725,22.4140575239333,23.6619233031366,22.9211321133642,22.3920120955183,23.2983429012601,23.4493017876452,22.327877037471,22.9494534355617,24.1384658834098,23.4118993454365,23.3569495590288,21.3183916034889,22.8745780738792,23.5942803467213,24.4179247195625,24.6738582133493,24.06051352404,25.2385758863072,24.5067623726619,23.7512887542962,22.7934762790955,23.3262544813642,23.2165651659192,24.0585705780982,23.9445878162225,23.2991185516141,23.6074194227763,22.8166431989125,24.2921421043529,">>DiffResult",23.2076735963659,23.0978116207342,23.0719539973903,24.5795269431842,23.5106066352652,1.50757294579394,0.000165868212593568,0.000221284543073241,0.975432595939152,0.999978425863255,0.466540829520609,0.000232464314307679,0.000288639141176827,0.0144899366488898,0.988805750773078,0.677224873385217,0.527246305674909,0.00134652736473529,"YES"
"NRP1-N150-H5N4F2+174.05",,,,,,,,,,,,,993962.6314,906359.4251,,,1291996.066,731166.038,,,,1628825.455,,756055.9843,,,1201202.888,,,,,,,,,,698187.8144,,,632055.016,,,,,,10185050.8,3272603.204,4156394.62,6017512.219,,,2840615.839,6569157.447,,,">>NormaExpression",0,0,0,0,0,0,0,0,0,0,0,0,19.9228335397468,19.7897253438053,0,0,20.3011713631393,19.4798415076531,0,0,0,20.6354014679399,0,19.5281354494504,0,0,20.1960496189866,0,0,0,0,0,0,0,0,0,19.4132577182669,0,0,19.2696928974345,0,0,0,0,0,23.2799499819148,21.6420076995239,21.9869015507674,22.5207359752744,0,0,21.4377728138208,22.6472771328544,0,0,">>DiffResult",3.97467858771722,6.03595865363769,3.86829506157014,0,13.3514645154156,13.3514645154156,0.0411854538975483,0.929610567040247,0.999999780122002,0.981629606538063,0.132278603317781,0.895693331913766,0.724060003849193,0.0593579917798257,0.974089397216698,0.0620571257368731,0.356710239278886,0.0891588807522852,"NO"
"NRP1-N150-H5N4F3",9546724.274,11590990.06,5144176.984,10388521.81,11643675.89,10988009.42,4345487.563,11604516.95,10262965.15,8944540.09,12706506.47,5092453.425,8476090.033,8091276.499,10946795.44,12905413.03,12362673.19,8203028.503,5645146.684,,12539486.84,11778581.5,13418454.89,8055732.455,13918825.68,6891453.241,6882938.567,10358711.61,8634592.463,6745267.762,11770216.48,12326629.48,5586481.542,10410986.66,25922238.46,13888327.38,11533057.91,2499997.063,6976046.666,8431810.784,14575949.45,13685200.71,9018843.758,25945181.13,11514189.77,19685125.59,9487355.012,12625826.96,7629525.837,23465898.34,23078483.97,7816813.896,17604793.63,9091610.263,27642132.1,">>NormaExpression",23.1865745128226,23.4665005900227,22.2945091288236,23.3084871898494,23.4730433748049,23.3894268478555,22.0510869575935,23.4681832587949,23.2909444157659,23.0925760343666,23.5990642076847,22.2799297331514,23.0149676516251,22.947936071234,23.3840053937335,23.6214730907613,23.559487512903,22.9677253865892,22.4285798934912,0,23.5799750884455,23.4896625918969,23.6777153291916,22.9415845181218,23.7305342651762,22.7163770232116,22.7145934123042,23.3043413789563,23.0416968231964,22.6854444971352,23.4886376417178,23.5552751529917,22.41350876358,23.3116036036072,24.6276870243428,23.7273696290447,23.4592718735583,21.253495546411,22.7339784671321,23.0074112326323,23.7970866241241,23.7061133633552,23.1045112169242,24.628963327555,23.4569096847099,24.2306026543401,23.1775746544794,23.5898746623429,22.8631621570418,24.4840624175031,24.4600451829086,22.8981494441453,24.0694650616478,23.1161045683796,24.7203656147441,">>DiffResult",21.9412250625937,23.1881924927636,23.1578238935018,23.7387168433337,23.7609406417533,1.81971557915962,0.574332535712944,0.997444664351388,0.867861362767032,0.999999954695934,0.993534406839416,0.801213037533997,0.997927333111759,0.99999999422449,0.857294605015661,0.599656973319236,0.994697103675369,0.636393113031688,"NO"
"NRP1-N150-H5N4F4",,4976348.573,1705054.944,4407490.384,3101500.624,5277948.12,966632.5066,2266130.147,4817290.318,3526523.701,6206228.267,1561445.983,5141798.312,3860996.742,4258878.429,3261584.992,5497530.697,4375018.782,2351338.615,1756237.886,4855021.715,5586686.82,3849186.73,2558660.786,6302441.682,2849167.248,,1572754.123,3551223.163,3116430.138,4512744.702,4229126.812,1368031.785,5846541.451,11300544.13,6191069.339,4607374.824,1910832.477,2767883.894,2362492.33,4118870.265,1919774.413,1446877.021,7820580.626,4620716.237,11369701.44,4198142.884,5614898.167,3691849.82,8965961.149,11269735.72,1843743.62,8372516.626,4088563.218,13164705.21,">>NormaExpression",0,22.2466564031688,20.7013876451175,22.0715263186149,21.5645354496542,22.3315460123193,19.8826094784802,21.1117999254744,22.199790740566,21.7498157142072,22.5652855623968,20.5744521545895,22.2938418712047,21.8805422798831,22.0220424563747,21.6371422351278,22.3903525865441,22.0608581095443,21.1650514985707,20.744057664885,22.2110466148638,22.4135617751323,21.8761226043429,21.2869580281873,22.587479661778,21.4421093869804,0,20.5848626308374,21.7598849994215,21.5714634040163,22.1055740527715,22.0119287312402,20.3836713742484,22.4791522600934,23.4298890330802,22.561757419681,22.1355138528115,20.8657706268786,21.4003525172452,21.1718788255195,21.9738176049141,20.8725061149046,20.4645118699664,22.8988444758008,22.1396853763661,23.4386911617175,22.0013201826374,22.4208286841005,21.8159128271848,23.0960269781969,23.4259504763333,20.8142074089447,22.9972300774513,21.963162869891,23.6501719900691,">>DiffResult",20.5596647053362,19.573348910556,21.854548869357,21.6698730883904,22.5623502656526,2.98900135509664,0.530335086897691,0.999990681734893,0.933220127240686,0.75095492803438,0.995766150244611,0.984651020762443,0.895172085246508,0.995263025635506,0.974534356537868,0.741516263039289,0.521158704900867,0.604251185753801,"NO"
