,NS.1,NS.2,NS.3,NS.4,NS.5,NS.6,NS.7,NS.8,NS.9,NS.10,NS.11,NS.12,NS.13,NS.14,NS.15,NS.16,NS.17,NS.18,NS.19,NS.20,OA.1,OA.2,OA.3,OA.4,OA.5,OA.6,OA.7,OA.8,OA.9,OA.10,HS.1,HS.2,HS.3,HS.4,HS.5,HS.6,HS.7,HS.8,HS.9,HS.10,MA.1,MA.2,MA.3,MA.4,MA.5,SCO.1,SCO.2,SCO.3,SCO.4,SCO.5,SCO.6,SCO.7,SCO.8,SCO.9,SCO.10,>>DiffResult,NS_mean,OA_mean,HS_mean,MA_mean,SCO_mean,Log2FC(Max/Min),ANOVA_pvalue,MA-HS,NS-HS,OA-HS,SCO-HS,NS-MA,OA-MA,SCO-MA,OA-NS,SCO-NS,SCO-OA,ANOVA_p.adjust,Diff
CLU-N354-H5N4F4+162.05,26.24974714,25.25710976,0,26.76370758,24.64761569,24.56918586,0,0,25.52950917,25.58572091,0,0,23.82984203,24.58615585,26.02418259,24.25533361,24.89982891,24.69346361,0,0,25.50008807,24.50616751,0,23.42575765,24.46431297,0,0,0,25.6714645,24.68695417,0,25.42965112,0,0,0,23.79643779,0,0,0,0,0,0,0,0,0,0,0,0,24.821764,0,24.43630993,23.88919223,24.57489062,0,0,>>DiffResult,16.34457014,14.82547449,4.922608891,0,9.772215678,16.34457014,0.021962963,0.937172482,0.098667934,0.328270839,0.88277896,0.052231731,0.153070273,0.545399754,0.99711634,0.592856936,0.866473995,0.0556935,NO
CLU-N354-H5N4F5,24.92192239,25.98458359,24.22008647,25.4983452,24.76723877,25.37998995,0,25.06745111,25.03031386,25.32492082,26.13046312,23.21929338,26.94530888,25.83825171,26.0668798,24.8326271,26.60416037,25.77892184,25.95870413,22.27641496,24.34605868,24.9465946,24.47733683,24.81199634,26.07532179,23.71423822,24.70194735,22.80690289,24.68431037,25.0204701,25.627105,25.20483578,22.80327941,26.59304232,24.70918568,25.77577654,25.64815471,23.58278022,25.60649354,25.33726312,24.09126681,22.37617078,21.65937107,24.28859038,22.56289808,23.97569138,25.26710936,25.42667892,23.87919798,24.178832,25.0929638,23.0879346,24.56589632,24.53332407,24.92317653,>>DiffResult,23.99229387,24.55851772,25.08879163,22.99565942,24.4930805,2.093132208,0.852159131,0.82839956,0.934816719,0.997438283,0.995976496,0.981425311,0.933051109,0.942200683,0.994241248,0.99641379,0.999999374,0.870020982,NO
CLU-N354-H5N4S1F1,22.82210443,23.24673268,23.67645329,22.26151379,24.89631242,24.33102296,21.89175271,23.29596671,25.11212356,25.09241721,24.09805678,0,21.92079412,22.69559494,24.47999651,25.37972678,22.50521816,23.26154065,25.28296049,0,23.36035902,0,24.24797558,23.07656088,22.30047635,22.68591285,21.67235444,21.68112384,23.59723989,23.18912027,21.97156132,0,0,22.54096692,21.55172453,0,24.37527534,0,21.85183253,21.61361541,23.09052906,0,23.05338465,21.66095536,21.82720391,0,0,20.60134321,0,22.36387445,23.9148635,22.71249449,22.74621868,22.69580733,22.76049098,>>DiffResult,21.31251441,20.58111231,13.39049761,17.92641459,15.77950926,7.922016804,0.187441845,0.893681777,0.183867736,0.409682355,0.976894415,0.945983442,0.983874952,0.992764947,0.999581825,0.528792792,0.766414031,0.274585861,NO
CLU-N354-H5N4S1F2,0,22.36983618,22.18669615,22.4703608,24.79023543,21.30219655,0,23.08510192,23.74715251,22.13253275,23.91559696,19.76045766,22.79283057,22.90730536,23.91070905,24.63756212,24.02949151,22.52794682,25.65458791,0,21.51481481,0,21.37326799,0,22.8264292,0,0,0,0,23.4545383,23.00437492,24.20706995,22.4489662,23.91765628,24.66765081,23.49289987,24.48475726,0,24.09741882,22.96430432,22.33761316,21.17297635,22.14540794,20.014004,19.68943803,20.08906259,0,21.12863067,0,0,23.22094787,0,21.47878851,20.43069922,21.25387064,>>DiffResult,19.61103001,8.91690503,21.32850984,21.0718879,12.76019995,12.41160481,0.010362563,0.999998387,0.988468365,0.030190366,0.239466061,0.997679287,0.125851799,0.469107837,0.031412282,0.314410589,0.880457886,0.031711612,YES
CLU-N354-H5N5F4,0,0,0,0,21.58420921,0,0,0,0,0,0,0,0,24.46942647,23.89302181,0,0,0,21.94114562,21.88374724,0,22.35524099,22.24747401,22.38647756,23.42563401,22.29303936,21.48574004,0,22.93949427,0,0,0,0,23.23999887,21.10310913,0,20.95832741,0,0,0,22.24497398,0,0,0,19.9841275,22.49965801,0,20.35117616,0,0,0,0,22.10688881,21.63667634,0,>>DiffResult,5.688577518,15.71331002,6.530143541,8.445820295,8.659439931,10.02473251,0.193896834,0.997404473,0.999600301,0.316363706,0.991483988,0.985182121,0.724850403,0.999999577,0.124109683,0.95086491,0.579433489,0.280179726,NO
CLU-N354-H5N8F1,20.40370742,19.99168069,0,0,21.62140407,19.74766873,0,0,0,0,0,19.02131534,0,0,20.39180983,0,0,0,0,0,0,0,20.3168453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.20907956,22.21781044,0,19.86456923,0,0,0,0,0,0,0,0,0,0,>>DiffResult,6.058879304,2.03168453,0,12.85829185,0,12.85829185,0.00745354,0.017879163,0.21510644,0.970387154,1,0.346370664,0.065232873,0.017879163,0.611539785,0.21510644,0.970387154,0.023968484,YES
CLU-N354-H6N2,24.1815187,24.45412022,23.69928915,24.58340303,24.77805783,23.37346434,23.90760285,24.50859589,24.40425299,23.51180343,24.39667082,24.21043507,23.70481366,24.31167831,24.03188959,24.83174794,24.4101643,24.49860431,25.04790473,23.90631627,25.57051915,24.97567755,25.61898565,24.8758739,25.78146755,24.03586886,25.15884295,23.10509809,24.95046122,24.99486045,23.74312398,23.92890216,22.19248015,25.02561661,24.32260092,24.21470778,24.0615118,22.5715942,24.01587654,21.97731907,24.32548179,24.29536113,23.38419824,23.76849875,23.15432677,23.06504253,24.23977556,24.00359452,23.91113347,23.16854061,24.65894513,22.892583,24.1493642,24.93659045,25.36389524,>>DiffResult,24.23761667,24.90676554,23.60537332,23.78557334,24.03894647,1.301392216,0.002876403,0.990711146,0.172033269,0.001629682,0.663121783,0.71830893,0.048098029,0.967142611,0.131683951,0.952538633,0.068523972,0.011635001,YES
CLU-N354-H6N3,22.70957567,24.53376788,23.77106163,23.42375327,24.3683824,24.06512322,23.93696319,24.67889444,24.88370716,24.47260162,24.49697134,23.51540366,23.48742551,24.09929062,24.07953185,24.3198341,23.87434367,23.3208454,25.02370893,23.44425297,23.57177661,23.34295032,24.11903862,24.00242292,23.65806001,22.64417052,23.37453624,22.76820966,23.83501514,24.04602349,23.00092352,24.44969557,22.73458099,23.16627819,24.11435135,21.6556726,23.14008435,23.15686942,23.51980418,24.18449689,25.6827582,25.17390857,25.09523445,24.12587194,21.68609202,23.55237769,23.65182008,24.00861971,23.96825685,23.89122899,25.27921958,23.69147579,23.50701227,24.07703903,24.41141356,>>DiffResult,24.02527193,23.53622035,23.31227571,24.35277303,24.00384635,1.040497328,0.04080174,0.094687001,0.11248818,0.96120516,0.244684131,0.902527637,0.278432601,0.91105597,0.444080092,0.999992794,0.626387451,0.088817604,NO
CLU-N354-H6N3F1,26.02188679,26.24930127,25.72037818,25.92729951,26.59602527,25.13259146,25.84464067,26.01686852,25.86843608,26.14808282,26.13935767,25.48845564,25.28513264,25.57864715,25.79360751,26.5966031,26.35229717,25.16282501,26.32329639,24.91759104,25.90284311,25.30947555,26.60128823,26.07252653,26.13787389,24.37961504,26.01282781,25.77766025,25.42576635,25.70893623,25.78714235,26.18208926,25.22773699,25.93484161,26.26960881,25.77738366,24.268062,22.63939259,26.13111318,26.19968645,27.23679042,24.66794092,27.01990087,25.92242267,25.14981924,25.34382397,25.81572547,25.9593416,25.64074642,25.78588362,26.67123612,25.15972102,25.57823097,25.9879296,26.74171569,>>DiffResult,25.85816619,25.7328813,25.44170569,25.99937482,25.86843545,0.557669134,0.568604738,0.641092243,0.592171396,0.901294065,0.694684408,0.995257363,0.963743122,0.997513945,0.992020291,0.999999604,0.993776569,0.634860496,NO
CLU-N354-H6N3F2,25.85652818,25.25491462,24.0489343,25.75319048,24.20172443,24.50397831,23.66690312,24.35541304,25.50466154,25.44467693,24.82996036,24.13925067,25.23367485,24.95861232,24.90675063,25.28035829,25.00165543,22.93819593,25.55558558,24.19516021,25.79230379,24.76648019,25.52402094,25.49833157,24.84586102,23.21297857,25.60981992,25.11629021,25.16684528,25.35292736,24.92833656,25.02381308,23.98457752,26.00709237,25.00925882,25.15574608,23.70872615,24.41116542,24.54993757,25.08453755,24.75411075,25.42951752,24.8391011,23.87458421,22.68033375,22.84676277,25.68132809,25.56049441,24.16441966,25.32530504,26.00274925,24.52295302,24.72185286,23.35103342,24.73976381,>>DiffResult,24.78150646,25.08858589,24.78631911,24.31552947,24.69166623,0.773056419,0.540964639,0.831658769,0.999999988,0.921924466,0.998989253,0.786552075,0.430763572,0.917648609,0.868691372,0.998551373,0.814782034,0.61231301,NO
CLU-N354-H6N3F3,24.04369436,23.23779139,0,23.23133359,22.66546679,21.99734301,0,0,23.95429401,22.71834494,22.88838721,0,23.69099186,0,0,22.57690363,22.4607098,22.76322399,23.35172234,0,24.36097227,22.7965219,22.98459781,22.29417508,23.66228713,22.00857937,23.74963201,0,22.65313395,24.37497369,0,24.93882002,0,23.90378257,23.72240306,22.52451159,23.22145855,0,0,0,0,0,0,19.77376497,18.42939973,22.16769468,24.38194518,23.62314719,0,24.60037043,24.03699403,22.96327983,24.01044209,22.4279943,23.49400691,>>DiffResult,14.97901035,20.88848732,11.83109758,7.64063294,21.17058747,13.52995453,0.054381337,0.944409821,0.931555922,0.29288448,0.263974526,0.610774159,0.143872728,0.129712136,0.574886445,0.530015105,0.999996632,0.109795825,NO
CLU-N354-H6N3S1,23.25251661,23.29217361,23.32617617,0,21.99451824,22.88487428,0,22.89919111,23.27825536,21.56904821,22.66962097,0,22.17727159,22.85826656,0,22.68717596,22.40735709,21.17870893,23.5642182,0,0,0,0,0,22.16929929,0,0,0,0,21.75410731,0,0,0,0,0,0,0,0,0,0,23.52210083,23.20111006,22.63934544,20.78624031,20.15303076,0,0,0,0,0,22.21433161,0,0,20.18805649,0,>>DiffResult,17.00196864,4.39234066,0,22.06036548,4.24023881,22.06036548,5.43E-07,0.000114368,2.55E-05,0.759921624,0.782549391,0.739621387,0.00262524,0.00236879,0.002348684,0.002029117,0.999999333,1.55E-05,YES
CLU-N354-H6N3S1F1,22.75829812,21.99293177,20.78454604,0,21.27989621,21.92857862,0,20.90408952,21.08802286,0,0,0,0,0,22.32988861,24.20397375,0,22.35151123,23.09678709,0,0,0,0,0,0,0,22.94703307,0,23.75659708,0,0,24.47378004,0,0,0,0,0,0,0,0,22.78005143,21.68654199,22.52504239,19.81820551,0,0,0,0,0,22.40514478,0,0,0,0,0,>>DiffResult,12.13592619,4.670363015,2.447378004,17.36196826,2.240514478,15.12145378,0.006069137,0.051385808,0.087792154,0.985524472,0.999998763,0.81494212,0.132613813,0.046707793,0.283251501,0.077452703,0.979851394,0.020329001,YES
CLU-N354-H6N4F1,0,0,0,0,23.73872809,0,0,22.73828123,0,21.43596013,21.61726959,0,0,0,0,0,24.3868433,23.01904711,23.02883159,22.70004852,0,0,0,0,22.87591811,23.13912806,22.99633546,0,23.70541464,0,21.60352171,0,24.30867762,0,0,22.60496779,0,21.75128232,0,23.14870736,23.14978779,24.15188846,21.75654365,24.09326836,23.58104842,23.70037749,21.8891106,22.45076136,22.2820404,23.6697335,24.54492114,0,22.66517468,22.57277926,21.54944834,>>DiffResult,9.133250478,9.271679627,11.34171568,23.34650734,20.53243468,14.21325686,0.013169012,0.246252279,0.982635589,0.992082342,0.306699174,0.069226009,0.122942192,0.988243312,0.99999969,0.055245615,0.136177796,0.038254113,YES
CLU-N354-H6N4F2,0,22.32534989,0,0,0,22.62245899,21.9101708,22.70485923,0,22.84282474,22.25019932,0,24.95372545,0,25.03468421,26.37507074,0,0,25.03590437,0,26.12055671,0,0,0,25.35070277,24.40461518,26.31579468,22.32707858,24.06923079,25.50104287,0,0,26.06384445,22.61276598,0,26.60003799,0,22.75106969,0,25.23714043,24.58047469,0,23.59875342,0,0,23.33024734,25.54624239,23.10064257,23.72058436,22.64492186,24.39970834,0,25.03648467,22.93689888,23.6092126,>>DiffResult,11.80276239,17.40890216,12.32648585,9.635845621,21.4324943,11.79664868,0.190221709,0.993337174,0.999958513,0.867426523,0.421049653,0.995885094,0.745078201,0.364013643,0.731076964,0.227224336,0.938658905,0.276923012,NO
CLU-N354-H6N4F3,25.9334842,25.88076485,23.87144831,24.72944165,23.89308314,25.26630897,0,23.59181589,25.24606216,24.22114287,24.67682956,0,0,25.32096436,25.76562037,24.73738737,25.53553684,25.15065674,24.24168024,24.14106306,26.27909009,25.1797044,24.19792063,24.7927138,25.94453861,0,25.95822737,0,25.89954309,24.01712513,0,25.47580597,22.89625195,0,0,26.0463248,0,23.65484322,0,0,0,0,0,22.56227033,0,23.79501393,26.7622879,25.43867739,24.82963362,25.66599923,25.79965508,21.02645094,25.61607921,24.79878853,24.49961673,>>DiffResult,21.11016453,20.22688631,9.807322594,4.512454067,24.82322025,20.31076619,0.000316733,0.844821043,0.026562847,0.116747391,0.007393243,0.008301903,0.030407725,0.002450403,0.999231741,0.848720119,0.813493231,0.002190891,YES
CLU-N354-H6N5F1,23.76716955,24.28796452,24.9695443,21.5206581,24.19998217,23.82645015,22.1535291,24.49677574,25.42103968,24.34571993,23.07859849,23.84702655,23.85900899,22.59881629,22.78642634,24.26615989,24.3894327,21.68740514,23.73877036,23.35212834,22.70329405,23.96108796,25.21055014,22.96487718,23.35802988,23.76066993,24.03051385,23.99525271,23.8418898,23.64180415,21.95851746,23.39105285,23.84497855,22.40705384,0,22.71529528,22.21638786,23.24110028,0,0,24.41447846,24.51003526,24.17374257,23.99093631,23.17461638,22.26377528,22.4762987,23.91797558,23.00615455,21.71754738,23.34933762,24.25189665,23.15709149,22.89038704,0,>>DiffResult,23.62963032,23.74679697,15.97743861,24.0527618,20.70304643,8.075323184,0.009598198,0.085163176,0.008677452,0.027486801,0.348972529,0.999883917,0.999977821,0.816046965,0.999998086,0.671603725,0.750445661,0.029604995,YES
CLU-N354-H6N5F2,24.29076757,24.69064067,24.13706608,23.99243466,23.69192986,24.29077352,23.85599584,25.20943179,24.62130932,24.48269111,24.1833735,23.44344243,23.72903261,24.02435577,24.81649245,24.97712371,24.69349046,23.06016665,23.32712448,22.65647893,24.13282574,24.10825199,25.66594484,24.97365933,24.69959968,23.14693158,24.0503761,25.12949425,24.35294086,22.57767235,24.11049832,22.61265939,23.40467665,24.09767097,23.65428178,23.87320973,0,22.65347674,24.27885888,25.14960607,25.45979632,24.33862578,24.76389577,24.1998785,24.41593516,0,22.62158436,23.39434709,23.42925571,23.07076471,23.75198889,23.91466392,23.1357268,21.51375435,23.46326083,>>DiffResult,24.10870607,24.28376967,21.38349385,24.63562631,20.82953467,3.80609164,0.1983771,0.682072065,0.528992432,0.60629019,0.998707302,0.999315649,0.999903864,0.541215133,0.999976313,0.34231046,0.435365532,0.284892911,NO
CLU-N354-H6N5F3,25.8614989,25.99879824,26.32122477,24.46497906,26.57510238,23.67909628,24.56985165,26.66114465,25.02269492,25.57938092,24.87217148,23.90430923,24.82100099,25.01924385,26.14766784,26.68841771,26.13740974,24.92270087,24.81523165,23.43168996,24.5864147,24.771112,26.49175392,25.89466024,25.64017527,23.45837555,24.43242187,25.72361448,24.3064562,24.80865465,25.93573175,25.46895298,24.36712851,25.32898279,23.67086098,25.10772092,24.33674866,20.12162178,25.80408474,26.2742333,25.87493604,27.26631474,27.28633344,25.49433077,25.68466599,23.03256974,22.8845097,24.20516589,24.67714193,24.12230113,24.70387913,24.36028474,23.31990422,23.39451991,24.86389175,>>DiffResult,25.27468075,25.01136389,24.64160664,26.3213162,23.95641681,2.364899383,0.003797524,0.063125521,0.594872298,0.946809952,0.652293889,0.349124849,0.223353632,0.003002607,0.973533256,0.03003211,0.235408666,0.014507535,YES
CLU-N354-H6N5F3+174.05,0,0,0,0,0,0,0,23.1135523,0,0,0,0,23.38598744,23.48366794,0,22.33309882,23.70249568,21.25895309,0,0,0,23.10039991,0,23.46208349,0,0,22.0934528,0,0,0,20.99610112,0,0,22.18128315,0,22.1069226,21.27681367,0,22.78486298,24.25568681,0,0,0,0,0,22.31239915,0,23.14812688,24.50022403,0,0,24.40673072,0,0,0,>>DiffResult,6.863887763,6.86559362,13.36016703,0,9.436748078,13.36016703,0.239229573,0.176215362,0.534438859,0.665592696,0.925795372,0.710325884,0.773780808,0.508006973,1,0.972092798,0.98360298,0.328624407,NO
CLU-N354-H6N5F4,26.69356503,26.977577,25.98174466,25.52952112,27.47557026,26.62003844,23.88960237,27.92961228,25.83044534,26.32462354,26.54693666,24.70398665,25.92352953,26.46334912,27.15212973,27.76252544,25.51878622,26.16440643,26.42108109,24.32063238,25.92302896,26.04118242,27.25522994,26.56255649,25.37996655,23.87047695,25.88749344,26.17430018,25.84864654,25.73152412,25.79763728,26.84898276,25.31753958,26.63119393,26.52633386,26.38320308,26.72481448,24.61865842,26.72044718,27.5514361,27.95751208,28.30764842,28.11447075,26.06154255,26.02815704,23.60669144,24.37251836,24.6608557,24.50557192,24.45857602,25.63631086,24.78309867,24.78174371,24.56572668,25.14391546,>>DiffResult,26.21148316,25.86744056,26.31202467,27.29386617,24.65150088,2.642365289,2.87E-05,0.307938547,0.998575884,0.816679585,0.001720941,0.146979715,0.050568828,3.17E-05,0.870019315,0.000580052,0.037157148,0.000346083,YES
CLU-N354-H6N5S1F3,0,22.09860629,0,0,0,0,0,22.4656933,0,23.01901632,22.90201435,0,0,22.38090388,0,25.0663541,22.49252301,0,24.08576221,0,0,0,22.19765585,0,0,0,0,20.46888853,0,0,24.26483057,23.16242952,21.88180035,23.29163122,22.9948355,23.13287626,22.99819176,0,21.87128458,0,24.02131724,22.28361855,0,0,0,0,0,0,0,0,0,0,0,0,0,>>DiffResult,9.225543673,4.266654438,18.35978798,9.260987159,0,18.35978798,0.001987032,0.444036519,0.129021949,0.018193253,0.001006864,0.999999999,0.882927659,0.426036219,0.686785616,0.122656454,0.864906858,0.008798639,YES
CLU-N354-H7N2,24.91542288,23.17985624,22.32767231,23.44792869,23.30512543,0,22.75041789,22.96124585,23.41874489,24.55809986,0,22.41945684,22.20262825,22.84209021,22.77757983,23.2254571,23.15159362,0,23.67924622,0,23.85191996,23.38841027,23.99344101,23.42055831,23.9888286,22.12009036,23.5956253,21.39223968,23.36799708,23.3705307,0,22.29120122,0,23.06743483,22.57929325,22.890657,0,0,22.14791789,0,23.2890034,22.6843026,22.53327182,0,22.07705908,21.41267759,22.47807146,22.06133154,21.97429992,0,23.04884468,21.15640896,22.67939374,23.23537719,23.6058267,>>DiffResult,18.55812831,23.24896413,11.29765042,18.11672738,20.16522318,11.95131371,0.055370809,0.622365205,0.224766762,0.030026017,0.178505104,0.999976376,0.824142996,0.993009349,0.64644079,0.989622856,0.934482674,0.111408736,NO
CLU-N354-H7N3F1,0,21.43451276,0,21.02236911,0,0,20.77027791,20.53209619,0,0,21.24883392,20.24618929,0,0,0,0,21.32996396,0,0,0,0,0,0,0,0,22.56625231,0,0,0,0,22.32738791,0,0,0,22.65970016,0,0,0,21.77275315,0,21.85703965,0,0,0,0,0,22.05684492,22.25078104,21.30317387,22.70427681,0,21.97139229,21.49427811,0,0,>>DiffResult,7.329212156,2.256625231,6.675984123,4.37140793,13.1780747,10.92144947,0.189273656,0.993333001,0.999814713,0.860951686,0.599832446,0.976055272,0.995207011,0.503127578,0.68937244,0.564337545,0.123292792,0.275886414,NO
CLU-N354-H7N4F3,0,0,0,0,0,0,21.60936658,0,0,0,0,21.44177955,0,0,0,0,22.02489228,22.43745994,23.98160041,22.29476907,24.06580458,21.78844556,0,0,0,0,22.11079187,0,23.9755788,22.22556579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.97134872,25.47264259,23.76236458,24.69499831,22.77162371,0,22.25634805,23.50195545,22.76383252,22.42065135,>>DiffResult,6.689493392,11.41661866,0,0,20.96157653,20.96157653,1.61E-05,1,0.302427382,0.043067084,2.45E-05,0.557910385,0.14350809,0.000652158,0.641816862,0.001091831,0.127680198,0.00021831,YES
CLU-N354-H7N5F2,0,0,0,0,0,0,0,0,0,0,0,22.09304787,0,22.90701561,0,0,0,0,0,22.11064977,0,21.16970548,0,0,0,21.22604155,0,23.09544401,23.47799141,0,0,0,22.70856387,21.09161088,20.90191066,0,0,0,21.17108366,21.50121188,22.88654128,0,23.07645412,0,0,21.26542892,21.94267841,0,23.53982684,22.47852704,22.99161124,22.8245593,23.12507196,21.9897049,20.88528263,>>DiffResult,3.355535663,8.896918245,10.7374381,9.19259908,20.10426912,16.74873346,0.00173975,0.998391008,0.298690208,0.993043663,0.212821373,0.749911546,0.999997751,0.257049514,0.583933255,0.000439681,0.089376922,0.008038608,YES
CLU-N354-H7N5F3,20.86077634,0,22.10962955,0,22.38003148,21.75934239,20.56452894,22.67887663,20.72405388,0,21.48427138,0,0,0,0,0,0,0,21.72465121,0,0,22.97076714,22.13088316,0,22.98032421,20.95540193,0,21.85371457,21.82514617,22.00948014,0,0,24.34029512,0,0,23.78404951,0,0,0,0,20.74773092,0,0,0,0,0,0,21.66050024,21.92934563,20.67222064,0,24.05925925,21.97206795,0,23.83189102,>>DiffResult,9.71430809,15.47257173,4.812434463,4.149546184,13.41252847,11.32302555,0.135385318,0.999962915,0.766413937,0.193050187,0.394928614,0.839502299,0.322309218,0.524653787,0.644213475,0.901065387,0.992849455,0.215914648,NO
CLU-N354-H7N5F4,24.87025028,25.30090504,0,23.96475713,0,0,22.4004593,0,24.31617064,25.12998198,0,0,24.80049961,22.63510456,25.0939177,23.95135741,25.76204172,24.74788146,25.04378006,0,24.93031524,0,24.71588614,23.85331343,0,23.16933604,24.91816363,0,24.87162282,24.28169779,23.42274792,24.17127716,0,0,22.63010753,24.85083754,22.75105206,20.34460582,24.27104759,24.29629858,24.30646659,0,21.11259056,24.01629783,0,22.98546823,23.46466309,24.02292794,0,23.73480467,23.51186538,22.35095881,24.43025988,24.33310903,0,>>DiffResult,15.90085534,17.07403351,18.67379742,13.88707099,18.8834057,4.996334709,0.89895522,0.937633955,0.969143129,0.997772047,0.99999931,0.996467035,0.985620488,0.927814175,0.998838184,0.959931132,0.996404409,0.909851647,NO
CLU-N354-H7N6F4,0,0,22.38019532,0,0,21.84258021,0,23.08150778,0,0,0,0,21.63177404,0,22.13087333,0,0,0,21.78523885,0,0,0,22.34063043,22.03777918,0,21.86783016,0,0,22.35396324,0,21.98960243,0,0,21.94358909,0,0,0,0,21.4832627,0,0,23.08357094,22.7343224,0,21.2099157,0,0,21.86262933,0,0,0,0,22.09530043,0,0,>>DiffResult,6.642608477,8.860020302,6.541645422,13.40556181,4.395792976,9.00976883,0.603067373,0.760942431,0.999999914,0.988005416,0.99104646,0.706385547,0.934243694,0.53395843,0.982609986,0.981738879,0.878906668,0.658865195,NO
CLU-N354-H7N6F5,21.71755007,21.95482283,0,0,0,0,20.26662407,23.54001172,0,22.15205769,0,20.98654512,21.93655706,22.24478785,0,22.98542753,0,0,22.48557697,20.51219277,21.83760498,21.73514096,22.37772123,0,21.82348711,0,21.34632001,0,22.12052407,21.66268587,22.35711348,22.26432352,0,22.21681073,0,22.32233543,0,21.34817513,0,22.6941462,23.80338213,23.57153976,23.44292296,21.83894802,0,0,0,0,0,20.28051203,20.72719035,0,0,20.87507531,20.70196355,>>DiffResult,12.03910768,15.29034842,13.32029045,18.53135857,8.258474125,10.27288445,0.455746662,0.907615123,0.998142203,0.99435831,0.83968377,0.760910693,0.982769028,0.437943974,0.939437973,0.899493623,0.609970645,0.541101945,NO
CLU-N354-H8N5F4,0,0,0,0,0,0,0,0,0,0,0,21.01916731,0,0,0,0,0,23.04082937,22.3943285,0,23.64240681,0,0,0,0,0,23.31917424,0,23.58807304,23.26837151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.71052733,23.17855287,23.18216122,23.28532604,20.97369644,21.25521185,23.55111375,22.14513664,0,>>DiffResult,3.322716259,9.38180256,0,0,17.92817261,17.92817261,3.66E-05,1,0.834211082,0.095871214,0.000109125,0.92704506,0.243944738,0.00200739,0.329940043,0.000287411,0.154775253,0.000419541,YES
CLU-N354-H8N7,25.94368903,26.70334164,24.26537151,25.56068529,25.17621229,26.41684599,23.50418899,25.86297835,25.68984308,26.20024835,26.1725942,23.43097787,26.67490318,26.27907135,26.56698622,25.17558545,27.35085229,26.02630501,26.02410007,0,25.27788515,24.67705563,25.96074421,22.1638671,25.84390852,24.69547067,25.31079647,24.35799277,25.86755494,25.44929394,26.49711138,26.00893163,23.35247218,26.88590243,26.47728828,26.05754349,25.64866505,24.01224816,26.36692321,26.59731908,26.10025813,25.56182205,25.27045104,24.90899639,24.33310032,23.87454445,24.78452728,24.81983183,23.80261289,24.42685208,25.02225778,23.34375042,25.47830042,24.8301138,25.26804422,>>DiffResult,24.45123901,24.96045694,25.79044049,25.23492559,24.56508352,1.339201481,0.907470748,0.998697825,0.880489363,0.986632785,0.945056503,0.992951583,0.999920139,0.997294064,0.996415819,0.999990487,0.999241326,0.915694522,NO
CLU-N354-H8N7F1,24.7233078,26.10217929,25.24975267,25.12059881,24.80104436,25.93544739,21.88040772,23.8645779,26.13751153,26.14759381,26.63184569,23.30683041,26.67353741,25.95997553,26.6628156,23.44130593,26.60002258,25.9346832,26.17626067,23.17820051,25.38143799,25.61940093,23.78411855,22.78756586,25.80868962,23.3851848,25.5656936,23.63976011,25.1031834,25.4100959,25.65159856,25.77331036,22.58833745,27.10373168,25.81581435,24.46158578,25.90702123,23.44744563,26.27349105,26.18199772,25.19655514,24.15118215,24.0311407,24.42013047,23.41800916,24.20311516,23.78876095,24.76814589,22.86846009,24.2660303,24.9503505,23.21790712,24.52033748,24.82627856,24.9453721,>>DiffResult,25.22639494,24.64851308,25.32043338,24.24340353,24.23547581,1.084957567,0.125090313,0.48539565,0.999620493,0.724724348,0.275408101,0.48559799,0.97231275,0.999999995,0.729771506,0.227157023,0.939150403,0.203947804,NO
CLU-N354-H8N7F2,24.32908263,24.44771056,23.72924067,23.55113753,23.58548752,0,20.59069189,23.83913403,24.81974176,24.02700627,25.19700264,0,25.60232491,21.69058272,25.11369631,23.57529239,25.12081799,24.72075048,24.77862682,21.49046744,23.67987314,24.24166044,24.28180007,23.31235063,24.37827511,21.06988031,23.1714607,22.31737855,23.81531399,23.19274191,24.53639618,22.27955439,21.63779962,25.37320781,24.15217441,24.58574018,24.37863235,22.72560371,24.15004567,24.53840315,23.17099232,22.96562072,19.47682767,20.89002284,22.22062055,21.68695563,22.35949968,0,21.43115225,21.96918048,24.12835224,0,22.22599335,22.42460488,22.70667369,>>DiffResult,21.51043973,23.34607349,23.83575575,21.74481682,17.89324122,5.942514528,0.235692952,0.971263727,0.865334662,0.999768556,0.213015603,0.999992125,0.989318906,0.783803858,0.938205625,0.557178126,0.290934812,0.325295231,NO
CLU-N354-H9N6,22.44425011,23.39322467,22.86811305,24.2665929,0,0,0,22.49401804,23.55363332,23.36547922,0,0,0,22.50672053,23.78255941,21.95087023,22.67757674,23.66384524,0,0,25.05055758,23.1103953,22.95992667,20.46434327,0,0,0,0,23.18994457,23.54539435,0,23.13713426,0,0,0,0,0,0,0,0,0,0,0,0,0,20.57826642,24.10321215,21.49193055,22.80679289,21.13444043,0,20.74856691,21.98109768,21.39336818,20.80658461,>>DiffResult,13.84834417,13.83205617,2.313713426,0,19.50442598,19.50442598,0.000466448,0.992472353,0.028643071,0.078511518,0.002273426,0.04906618,0.088203546,0.005449527,1,0.569745377,0.692743696,0.002871999,YES
