protein,Raw_NS.1,Raw_NS.2,Raw_NS.3,Raw_NS.4,Raw_NS.5,Raw_NS.6,Raw_NS.7,Raw_NS.8,Raw_NS.9,Raw_NS.10,Raw_NS.11,Raw_NS.12,Raw_NS.13,Raw_NS.14,Raw_NS.15,Raw_NS.16,Raw_NS.17,Raw_NS.18,Raw_NS.19,Raw_NS.20,Raw_OA.1,Raw_OA.2,Raw_OA.3,Raw_OA.4,Raw_OA.5,Raw_OA.6,Raw_OA.7,Raw_OA.8,Raw_OA.9,Raw_OA.10,Raw_HS.1,Raw_HS.2,Raw_HS.3,Raw_HS.4,Raw_HS.5,Raw_HS.6,Raw_HS.7,Raw_HS.8,Raw_HS.9,Raw_HS.10,Raw_MA.1,Raw_MA.2,Raw_MA.3,Raw_MA.4,Raw_MA.5,Raw_SCO.1,Raw_SCO.2,Raw_SCO.3,Raw_SCO.4,Raw_SCO.5,Raw_SCO.6,Raw_SCO.7,Raw_SCO.8,Raw_SCO.9,Raw_SCO.10,>>NormaExpression,NS.1,NS.2,NS.3,NS.4,NS.5,NS.6,NS.7,NS.8,NS.9,NS.10,NS.11,NS.12,NS.13,NS.14,NS.15,NS.16,NS.17,NS.18,NS.19,NS.20,OA.1,OA.2,OA.3,OA.4,OA.5,OA.6,OA.7,OA.8,OA.9,OA.10,HS.1,HS.2,HS.3,HS.4,HS.5,HS.6,HS.7,HS.8,HS.9,HS.10,MA.1,MA.2,MA.3,MA.4,MA.5,SCO.1,SCO.2,SCO.3,SCO.4,SCO.5,SCO.6,SCO.7,SCO.8,SCO.9,SCO.10,>>DiffResult,NS_mean,OA_mean,HS_mean,MA_mean,SCO_mean,Log2FC(Max/Min),ANOVA_pvalue,MA-HS,NS-HS,OA-HS,SCO-HS,NS-MA,OA-MA,SCO-MA,OA-NS,SCO-NS,SCO-OA,ANOVA_p.adjust,Diff
FN1-N1007-H4N3,,562193.0344,1120660.649,,1522376.587,,,2342300.729,1131744.738,9052636.928,,,,3982962.575,,,,,,,,,1472924.951,,737958.4026,,,,13163941.2,,,,,,898524.6818,,,,13641090.51,23704561.35,1537405.758,1806257.469,,,4622402.956,,,,,2240078.993,,42291970.38,,,,>>NormaExpression,0,19.10070862,20.09591933,0,20.5378948,0,0,21.1594955,20.11011844,23.10990682,0,0,0,21.92541086,0,0,0,0,0,0,0,0,20.49025347,0,19.49318193,0,0,0,23.65008826,0,0,0,0,0,19.77720021,0,0,0,23.70145575,24.49866142,20.55206748,20.78457292,0,0,22.14021191,0,0,0,0,21.09511882,0,25.33388048,0,0,0,>>DiffResult,7.301972719,6.363352366,6.797731739,12.69537046,4.64289993,8.052470534,0.725773381,0.839475783,0.999943385,0.999982401,0.990374921,0.83860413,0.801707709,0.625085072,0.999333234,0.964353305,0.995936129,0.760241113,NO
FN1-N1007-H4N3F1,38800350.13,27286671.7,24196442,14486971.37,31190942.76,15120322.64,4916126.279,26606926.97,21816518.63,40389913.43,27578306.52,1133380.353,8838842.754,12651993.34,22808332.29,38420381.97,16686268.37,16810111.09,11275132.76,10765022.14,24890594.3,25658373.71,72346075.22,22698956.62,32959096.12,34363644.8,19001122.42,59680552.21,18926134.46,16395471,28702893.78,41888073.47,19304823.29,13079346.37,58744872.58,26334820.82,50988820.08,4691532.853,49373171.7,55698633.94,24224210.97,45560020.75,47160855.11,27258521.46,27859419.62,12910229.58,16143499.88,16595344.61,15409038.44,38716764.55,10603203.01,20561429.15,15357468.9,20958369.7,18310764.92,>>NormaExpression,25.20956637,24.70169315,24.52829164,23.78825278,24.89462387,23.84998568,22.22909084,24.66529861,24.37891763,25.26749175,24.71703059,20.11220194,23.07542623,23.59286148,24.44305769,25.19536856,23.9921581,24.00282601,23.42664121,23.35984808,24.5690974,24.61292645,26.10841144,24.43612271,24.97417339,25.03437977,24.17958138,25.83075757,24.17387652,23.9667941,24.77469291,25.32003623,24.20245809,23.64078722,25.80795962,24.65046836,25.60367765,22.16162824,25.55722402,25.73113863,24.5299464,25.4412651,25.49108657,24.70020403,24.73166192,23.62201143,23.94445014,23.98427534,23.87727359,25.2064551,23.33799694,24.29343728,23.87243722,24.32102323,24.1261888,>>DiffResult,23.97153161,24.78861207,24.7450071,24.9788328,24.05855491,1.007301192,0.059550061,0.991980843,0.254210414,0.999976086,0.515590125,0.24629612,0.996371786,0.424363833,0.206198739,0.999340186,0.453708901,0.118190188,NO
FN1-N1007-H4N3F2,48993256.71,34346486.86,21593263.18,21185536.12,26502257.59,11443809.17,6925685.389,44199652.85,31264078.17,39171817.61,33375916.33,2423322.722,29493647.5,22807915.31,22876113.08,52887398.8,18195491.41,22589904.49,16929895.94,8180976.604,25958504.75,34130801.68,53777895.27,21996875.8,35362383.45,8503106.415,43752615.09,26737172,19190689.72,21000241.23,65400006.58,62799553.71,29189592.12,30249595.02,88055979.83,49527576.56,75204393.69,10095936.26,66172192.35,69846171.24,28792798.28,52922035.5,60059697.03,44246511.68,33610373.6,17774456.69,15637933.31,20832073.39,14455780.79,26056091.88,19683370.05,20602489.81,21630860.13,31828732.9,31760807.27,>>NormaExpression,25.54607989,25.03365925,24.36407801,24.33657637,24.65961198,23.44806414,22.72352563,25.39753174,24.89800269,25.22331277,24.99230415,21.20855571,24.81390097,24.44303131,24.44733867,25.65642071,24.11707776,24.4291749,24.01306986,22.96384182,24.629704,25.02457101,25.68050998,24.39079536,25.07571222,23.01955873,25.38286595,24.6723436,24.1939033,24.32390263,25.96278747,25.90425099,24.79895077,24.85041254,26.39191766,25.56172872,26.16431363,23.26727151,25.97972176,26.05767772,24.77920472,25.65736524,25.83989389,25.39906042,25.00240329,24.08330221,23.89854662,24.31230317,23.7851433,24.63511743,24.23047399,24.29631543,24.36658776,24.92382643,24.92074429,>>DiffResult,24.33575792,24.63938668,25.49390328,25.33558551,24.34523606,1.158145362,0.005680475,0.997172899,0.009070142,0.189626143,0.034152228,0.15495061,0.582465757,0.236323999,0.891573231,0.999999846,0.939717918,0.0193778,YES
FN1-N1007-H4N3F3,43479606.01,21271972.88,8315587.702,9522573.681,13391216.12,15351547.81,,11839945.79,25490646.02,33765048.9,31664895.48,736978.6033,31924633.28,16135516.18,13228845.2,10955499.7,15065528.9,21049206.41,15127745.83,4244163.172,21090460.04,19595290.23,17417426.71,10453466.28,29569613.01,7262636.574,29124045.19,6921362.848,12730944.4,11070161.45,21561228.03,32281252.87,3005598.583,21651253.48,54394161.24,24236236.39,34165056.1,7130540.603,27574896.39,15578156.81,3211270.49,6807375.586,8230488.468,13545741.74,9284164.966,12681287.56,16012431.67,15411953.16,,23373337.42,10762702.58,2021735.428,12150189.05,15905025.11,19358397.87,>>NormaExpression,25.37383556,24.34245058,22.98738697,23.18292027,23.67478376,23.87188088,0,23.49715926,24.60346466,25.00902735,24.91638103,19.49126517,24.92816676,23.94373648,23.6571839,23.38515209,23.84474808,24.32726258,23.85069379,22.01704903,24.3300873,24.22400368,24.05402824,23.31747821,24.81761208,22.79206216,24.79570747,22.72262492,23.60183622,23.40017306,24.36193608,24.94419328,21.51922139,24.36794728,25.69694849,24.53066241,25.0260182,22.76558023,24.71685218,23.8930213,21.61471321,22.69866749,22.9725468,23.69133617,23.14634088,23.59619801,23.93268917,23.87754646,0,24.47836047,23.35953719,20.9471635,23.53447554,23.9229794,24.2064563,>>DiffResult,22.54522741,23.80556133,24.18223808,22.82472091,21.1855406,2.99669748,0.632912663,0.983837945,0.89412642,0.999756167,0.609906984,0.999952264,0.995293891,0.967727581,0.956478444,0.943239471,0.72079138,0.686340355,NO
FN1-N1007-H4N4F1,19354628.53,13820286.65,11467273.11,11383622.47,9230673.97,8715403.452,8575147.664,11676225.81,15776883.67,14337304.67,20247921.57,2803027.113,8579462.358,7022738.27,13232514.98,16911619.99,5594425.545,10292745.72,6096796.503,5822798.794,17043879.97,20848143.52,60993381.2,14749690.5,25190422.47,18155096.44,29476087.09,41892303.96,14308549.67,14317072.02,20707532.1,26136121.96,12629181.01,10994054.99,27146224.49,10891891.76,31851690.76,6762973.135,28843514.35,34253137.18,14760149.13,16169433.69,19487029.17,15243147.72,11465803.73,14024526.96,13739739.72,13994052.53,8187856.343,53301464.94,14985263.25,12161818.54,14182491.21,18179566.64,14513863.15,>>NormaExpression,24.20617536,23.72028431,23.45101915,23.44045651,23.13800471,23.05513619,23.03173025,23.4770708,23.91130902,23.7732706,24.27127056,21.41855478,23.03245598,22.74360244,23.65758406,24.01151161,22.41555883,23.2951247,22.5396202,22.47328158,24.02275055,24.31341565,25.86214938,23.81418144,24.58637204,24.11387134,24.81304173,25.32018193,23.77037421,23.77123324,24.30365236,24.63954181,23.59025786,23.3902204,24.69424828,23.37675135,24.92486667,22.68922641,24.78174367,25.02973283,23.81520406,23.9467659,24.2160109,23.86165761,23.45083428,23.74144888,23.71185144,23.73831058,22.96505454,25.66767188,23.83704119,23.53585575,23.75760774,24.11581455,23.79092834,>>DiffResult,23.25315108,24.43875715,24.14202416,23.85809455,23.88615849,1.18560607,0.000653357,0.945553386,0.015394103,0.876022586,0.923675657,0.424790505,0.556685518,0.999993213,0.000560723,0.149952558,0.403314852,0.003762434,YES
FN1-N1007-H4N4F2,11850708.16,6302104.281,7193844.849,6958489.03,,,7092662.612,7214031.751,5876234.157,,10730158.05,3145066.107,4960542.365,4475964.391,5520543.157,16436400.89,,7297193.537,3401167.528,5877460.083,8417758.847,8723620.238,23476529.88,,10511283.67,14853933.9,14993247.85,9834006.117,6738232.279,8022581.021,14661832.31,,19054814.13,6109334.793,16702176.19,7553576.732,24405176.19,9184935.295,20198305.36,24971927.4,6661779.715,9571153.579,10956044.32,9078306.778,7462211.652,11816569.73,12656426.12,8556623.908,5965024.644,23078064.62,4855636.847,9427361.376,12511930.71,12894160.89,9022985.475,>>NormaExpression,23.49847006,22.58740243,22.77833181,22.73034285,0,0,22.75789609,22.78237454,22.4864607,0,23.35516813,21.58465937,22.24206673,22.09376745,22.39637905,23.97039118,0,22.79891048,21.69759906,22.48676165,23.00500492,23.0564957,24.4847159,0,23.32543567,23.82434182,23.8378097,23.22934797,22.68393895,22.9356352,23.80556217,0,24.18365228,22.54258411,23.99353284,22.8487287,24.54068389,23.13083828,24.26773099,24.5738039,22.66747644,23.19026154,23.3852238,23.11399197,22.83117204,23.49430808,23.59336686,23.02861042,22.50809691,24.46001897,22.21122939,23.16842275,23.57680121,23.62021467,23.10517359,>>DiffResult,18.11234908,21.03827258,21.38871172,23.03762516,23.27662428,5.164275205,0.368242272,0.993706305,0.773450678,0.999968723,0.977558153,0.660942566,0.986923632,0.999996981,0.837274786,0.368757704,0.958480536,0.461388227,NO
FN1-N1007-H4N4F3,11547169.79,3420371.345,2681637.148,3659248.166,,2916693.064,,,8611496.4,6739563.151,10562633.28,,6792162.194,3878183.158,4228409.763,4005491.979,1599942.342,5657938.413,6066884.877,,5119069.915,5869434.697,5005844.24,,7344745.951,6632492.351,11571999.59,,4106082.112,4277903.438,6530374.182,8181909.796,,,10936417.23,4523582.133,10838655.67,,10556454.9,5775990.673,4747217.37,4566774.842,4650378.407,3351690.374,1717282.843,10009536.14,13927359.5,7373458.164,,16034070.43,5833512.578,2454846.127,7099629.993,9334782.567,4269736.109,>>NormaExpression,23.46103608,21.70572196,21.35468315,21.80311622,0,21.47590264,0,0,23.03783269,22.68422386,23.33246635,0,22.69543969,21.88694988,22.0116841,21.93354838,20.60958939,22.4318453,22.53252474,0,22.28745056,22.48479037,22.25518226,0,22.80828136,22.66111989,23.46413497,0,21.9693314,22.02847282,22.63873445,22.96400638,0,0,23.38263698,22.10903455,23.36968263,0,23.33162223,22.46163723,22.17865098,22.12274455,22.14891699,21.67645788,20.71169709,23.25487193,23.73141853,22.81391017,0,23.93463747,22.47593366,21.22720175,22.75931261,23.15418514,22.02571581,>>DiffResult,16.64782822,17.99587636,16.02573545,21.7676935,20.53771871,5.741958053,0.649899151,0.785850878,0.999785776,0.989016391,0.808328297,0.799865012,0.944105487,0.99919341,0.995534147,0.810850397,0.9717441,0.697641973,NO
FN1-N1007-H5N2,727884723.4,397031231,345992217.9,361639781,517949328.5,156133194.6,80845922.88,264179815.4,784866943.7,769839644.3,567557002.2,57898143.49,196693199.5,212698386.1,306663062.1,608665427.4,344925834.5,318062428.7,192501860.8,104092954.9,502794786.3,533159289.9,1186532241,271004486,477114012.8,347772029,821526800.8,302374335.3,259213664.6,333912692.4,459889254.8,615275435.2,275136456.9,348687739.8,780714739,230507171.7,754519361.4,117538610,790942639.7,1066256603,398952742.3,675015044.8,596165480.9,507504022.3,287051058.2,188490269.3,446392853.8,361033561.8,291386311.3,808561436.7,173017956.3,239726492.4,270921981.3,473510662.5,557638988.4,>>NormaExpression,29.43913475,28.56467726,28.36616435,28.42997815,28.94823573,27.21820206,26.2686717,27.97694501,29.54787286,29.51998273,29.08019006,25.78701378,27.55137184,27.66423385,28.19207917,29.18107418,28.36171095,28.24473473,27.52029716,26.6332972,28.90539445,28.98999139,30.14410416,28.0137415,28.82975882,28.37356667,29.6137324,28.17176046,27.94956654,28.3148957,28.77671125,29.19665716,28.03557208,28.3773604,29.54022027,27.7802364,29.49098268,26.80855951,29.55899783,29.98990753,28.57164263,29.33034442,29.1511376,28.91884402,28.09673214,27.48991481,28.73373869,28.42755772,28.11835787,29.59078216,27.36634654,27.83681412,28.01330222,28.81882167,29.0547562,>>DiffResult,28.12479338,28.73065121,28.75552051,28.81374016,28.3450392,0.688946786,0.243358701,0.999955072,0.383050357,0.999996617,0.846585419,0.550913248,0.999814955,0.876710096,0.424005118,0.969530651,0.873706368,0.332732539,NO
FN1-N1007-H5N2F1,24872792.57,14991709.56,,11147820.97,1868120.659,6681607.117,3777665.43,10272643.33,3846544.415,15662380.8,22246551.2,,7979324.906,7198907.108,10537405.11,22776132.82,,11485773.25,8145750.37,4805096.806,21268471.01,17172950.06,41583085.37,13345693.06,23422940.96,10835190.32,29545971.58,19957730.29,14621275.05,17186056.77,20178110.77,36773603.09,15175818.61,15354786.48,36075161.09,13142342.51,32264840.29,6380557.306,24252475.39,22867293.69,14406523.66,23171385.86,17641623.6,18387487.34,11465105.71,11306696.98,29685275.45,13332394.16,7301877.095,67925377.25,14067218.21,9437081.068,12790183.19,15038436.38,18512282.72,>>NormaExpression,24.56806522,23.83766167,0,23.41025853,20.83315698,22.67176394,21.84906389,23.29230426,21.87513191,23.90080029,24.40707843,0,22.92783544,22.77934667,23.32901644,24.44101954,0,23.45334478,22.95761635,22.19613437,24.34221305,24.03363464,25.30949351,23.669871,24.48141896,23.36922129,24.81645815,24.25044439,23.80156589,24.03473531,24.26628784,25.13216724,23.8552711,23.87218521,25.10450254,23.64771922,24.94345959,22.60525124,24.53162873,24.44678236,23.78021901,24.46584106,24.07248009,24.13222109,23.45074645,23.43067433,24.82324421,23.66843265,22.79983615,26.01744736,23.74583383,23.16990942,23.6085337,23.84215133,24.14197954,>>DiffResult,19.63647993,24.21090562,24.24052551,23.98030154,23.92480425,4.604045573,0.073153296,0.999984616,0.178142079,0.999999994,0.999925365,0.47635044,0.999990504,0.999999968,0.183194732,0.23746681,0.999949592,0.13445944,NO
FN1-N1007-H5N3,,,1268956.148,1880547.749,6330226.965,1598810.57,,,,13667165.13,3971358.737,,1549885.844,,4739874.753,5136346.155,,,,,,,,,,,,11811367.02,,,,,,,,,10516597.14,,13199211.7,19119047.06,9037161.948,10878389.35,10502521.14,9917727.512,9093911.849,,,,,,,,,,,>>NormaExpression,0,0,20.27521192,20.84272227,22.59382602,20.60856849,0,0,0,23.7042108,21.92120162,0,20.56373146,0,22.17641781,22.29231128,0,0,0,0,0,0,0,0,0,0,0,23.49367273,0,0,0,0,0,0,0,0,23.32616477,0,23.65394854,24.18850736,23.10743851,23.37496176,23.32423249,23.2415783,23.11646975,0,0,0,0,0,0,0,0,0,0,>>DiffResult,9.748910084,2.349367273,7.116862067,23.23293616,0,23.23293616,0.000200132,0.015365727,0.941134755,0.757027671,0.398477809,0.031835489,0.000836535,0.000173652,0.222725294,0.052497478,0.976503458,0.001570163,YES
FN1-N1007-H5N3F1,17197772.76,11646509.46,8040649.8,14870042.33,11820094.3,10194081.56,6075260.69,16119633.4,17801469.73,24856502.48,21928305.21,2382634.139,10501055.59,5813122.636,14490023.46,18488460.15,7433578.061,12176423.49,9222447.109,8528567.323,13971677.99,18601043.28,59970329.36,14577200.77,22369191.64,19062499.75,19619720.48,36398375.24,12919361.6,14424038.17,31254857.96,39724333.93,18825823.85,14350560.49,48833300.63,15622596.21,41608971.4,5461376.078,37403841.28,41439545.82,30941836.66,26218026.6,32934102.53,35075714.82,20422129.16,14262859.81,17416037.77,13563400.26,9313608.911,55519794.33,16197876.65,14411037.22,17959948.79,21120700.26,18983939.15,>>NormaExpression,24.03571849,23.47339442,22.93888085,23.82590552,23.49473833,23.28122861,22.53451512,23.94231569,24.0854931,24.56712003,24.38629104,21.18412661,23.32403116,22.47088216,23.78855669,24.14012181,22.82562556,23.53758722,23.13671834,23.02387215,23.73600207,24.14888028,25.83774558,23.79721047,24.41500985,24.18423406,24.22580123,25.11737076,23.62303156,23.78197188,24.89757716,25.24351973,24.16620974,23.77460385,25.54136199,23.89713098,25.31039132,22.38083334,25.15668314,25.30450489,24.88305555,24.64405582,24.97307894,25.06396921,24.28363002,23.76576005,24.05391319,23.69321567,23.15090903,25.72649891,23.94930146,23.78067094,24.09827998,24.3321544,24.17827612,>>DiffResult,23.39985615,24.28672577,24.56728161,24.76955791,24.07289797,1.369701763,0.000480918,0.988756262,0.00235762,0.924122976,0.605331078,0.006886217,0.780122313,0.469384501,0.034153714,0.173982494,0.970733443,0.002943417,YES
FN1-N1007-H5N3F1+231.07,,,,,,,,7208154.156,,,,,14557186.15,13064564.78,,24585683.6,8840141.832,20588667.12,,,32328418.34,35400802.64,,30715910.08,,,51813715.15,238369173.7,,31406016.47,13361187.61,22390233,,,,6298012.229,39139262.81,,38515143.97,47582869.12,,,,10827059.21,,,46733280.82,62396514.12,48965443.88,,,,46531865.92,,,>>NormaExpression,0,0,0,0,0,0,0,22.78119863,0,0,0,0,23.79522828,23.63915584,0,24.55131519,23.07563825,24.29534717,0,0,24.94629963,25.07727878,0,24.87248284,0,0,25.62683072,27.82862244,0,24.90453767,23.67154502,24.41636627,0,0,0,22.58646536,25.22211328,0,25.19892252,25.50393896,0,0,0,23.36813824,0,0,25.47794702,25.89496212,25.54526066,0,0,0,25.47171574,0,0,>>DiffResult,7.106894168,15.32560521,14.65993514,4.673627647,10.23898855,10.65197756,0.260044423,0.566899378,0.501204783,0.999947316,0.92521509,0.994402023,0.503975402,0.917983402,0.415667501,0.962820661,0.881408896,0.349416013,NO
FN1-N1007-H5N3F2,32775332.69,14460748.09,10232156.64,15683626.4,11449149.33,9048774.162,5743707.003,13382637.86,24437216.18,30881550.86,25681342.41,3118420.053,14647290.64,8173969.585,10272192.95,27207672.87,8186650.182,15231566.68,9516665.442,4237856.235,20699470.16,20215401.96,58303692.31,17240906.79,29526212.77,11415485.61,24780041.63,16537254.91,16298174.4,21159779.27,35302114.62,36138365.64,16123938.83,17878313.72,56071301.98,18061948.66,43697425.67,6404843.743,31943279.54,34833915.4,18065065.45,23378011.17,24310271.63,30467484.16,484809.0455,21578500.43,27780919.66,17389879.76,11201159.7,51943979.68,19963460.65,11199914.27,19313969.15,24969751.31,24457611.54,>>NormaExpression,24.96610713,23.78563895,23.28660706,23.90275594,23.4487372,23.10929109,22.45355098,23.67385929,24.54257667,24.88024192,24.61421734,21.5723843,23.80413059,22.96260562,23.29224101,24.69751028,22.964842,23.8605611,23.18202488,22.01490356,24.30309057,24.26895163,25.79708394,24.0393324,24.81549303,23.44448902,24.56267533,23.97921653,23.95820713,24.33482131,25.07325131,25.10702797,23.94270097,24.09170741,25.74075926,24.10645029,25.38104499,22.61073217,24.92900915,25.05398935,24.10669923,24.47864893,24.53506274,24.86076709,18.88706007,24.36309134,24.72759108,24.0517447,23.4171449,25.63045324,24.25085857,23.41698448,24.20314142,24.57367817,24.54378024,>>DiffResult,23.55073935,24.35033609,24.60366729,23.37364761,24.31784682,1.230019678,0.045471497,0.231248534,0.094433914,0.983520563,0.974287171,0.997256864,0.457142874,0.491298567,0.30949345,0.350513581,0.999994879,0.096472195,NO
FN1-N1007-H5N3F2+204.06,,,,,,,,,,,,,,,3950313.753,,,,,,,,8652333.149,,,,,391890752.7,,,,3752781.168,,,6347387.11,,,,4820429.79,,,4803461.935,2996523.692,2600811.145,,,,,,,,,,,,>>NormaExpression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.91353618,0,0,0,0,0,0,0,23.04465795,0,0,0,0,28.54587629,0,0,0,21.83952912,0,0,22.59773163,0,0,0,22.20073065,0,0,22.19564342,21.51485883,21.31053077,0,0,0,0,0,0,0,0,0,0,0,>>DiffResult,1.095676809,5.159053425,6.66379914,13.0042066,0,13.0042066,0.019172516,0.591670386,0.376505125,0.99298691,0.34052562,0.032093687,0.380290155,0.032878621,0.677371245,0.996401984,0.594863829,0.049805935,YES
FN1-N1007-H5N3F3,27508390.2,8759455.847,3916672.776,11479323.15,2612661.581,4559707.918,1280766.107,3203329.111,14650718.69,16033199.72,15108761.54,1076478.143,6906962.783,,,4843328.286,,11930546.02,5248452.235,1859858.46,15436369.6,,9280559.455,4769158.774,17464343.46,8766108.067,13033214.42,3654897.113,7270736.188,8841656.629,8293469.425,19553287.22,1977968.829,7267594.042,22692328.81,6375434.164,14660074.37,4543730.573,9721736.796,5135217.836,2074636.589,1735771.671,2314161.787,4102634.739,3130124.942,12293773.13,28445896.99,10771737.25,4908077.831,44347773.98,12515464.52,3465210.554,12545536.19,10809722.48,13031237.16,>>NormaExpression,24.71336843,23.06240998,21.90119754,23.45253437,21.31708939,22.1205103,20.28857673,21.61114105,23.8044682,23.93455912,23.84888217,20.03788894,22.71962023,0,0,22.20756766,0,23.50815686,22.32346088,20.82676218,23.87983025,0,23.1457805,22.18530369,24.05790916,23.0635052,23.63568972,21.80139976,22.79367022,23.07588544,22.9835445,24.22090791,20.91558899,22.7930466,24.4357014,22.60409239,23.80538918,22.11544618,23.21278279,22.29199433,20.98442791,20.72714658,21.14205892,21.96811964,21.57778928,23.55142455,24.76171729,23.36074774,22.22672699,25.40235839,23.57720862,21.724512,23.58067091,23.36582628,23.63547083,>>DiffResult,19.0839097,20.76389739,22.93784943,21.27990847,23.51866636,4.434756659,0.321856264,0.986817516,0.473720564,0.927601237,0.999505275,0.948944405,0.9998615,0.960375622,0.951118882,0.331605881,0.844397968,0.411652049,NO
FN1-N1007-H5N4,,,,,,,,,,25442872.65,,,,,,,,,,1792215.032,,,18950671.51,,,,8687916.061,,,,,,5308486.429,,,,,,17652699.01,20387029.13,,,,,,,7516763.982,6292893.798,6672958.091,,,3884459.408,2978963.423,6965886.536,5415466.495,>>NormaExpression,0,0,0,0,0,0,0,0,0,24.60075829,0,0,0,0,0,0,0,0,0,20.77331312,0,0,24.17574571,0,0,0,23.0505789,0,0,0,0,0,22.33986942,0,0,0,0,0,24.07338553,24.28114829,0,0,0,0,0,0,22.84168047,22.58529239,22.66989523,0,0,21.88928278,21.50637946,22.73187575,22.36865445,>>DiffResult,2.26870357,4.722632461,7.069440323,0,15.65930605,15.65930605,0.004113492,0.608738498,0.644486348,0.976960652,0.221813702,0.986569639,0.87226112,0.020520302,0.954584733,0.003043326,0.065313571,0.015265624,YES
FN1-N1007-H5N4F1,285780540.1,235332107.7,203078257.9,137015428,124267206.7,163672567.8,100108413,155781595.8,139253213.6,270828900.4,275179915.3,,128691541.8,96900781.48,149652374.5,215755853.1,106082476.6,151885369.1,94962970.21,58269595.95,245041713.4,171613147,673612159.9,169870525.7,262332746.2,142539722.4,246789901.5,831702888.6,178293899.9,121928131,274773700.7,242184410.9,121313511.8,95402747.28,316585934.6,151271736.5,314494385.3,43347675.35,301901046.5,411974825,180321338,393173929.5,347534357,246632773.7,171786053.3,123312040.2,117730355.1,144856606.7,100515237.4,279950434.4,160401827.4,196860151.7,125515793.7,128062331.4,124219908.6,>>NormaExpression,28.09033245,27.81012293,27.59746056,27.02976312,26.8888704,27.28623731,26.576988,27.21494957,27.05313539,28.01280646,28.03579994,0,26.93934201,26.53000498,27.15703994,27.68482446,26.66061113,27.17840767,26.50086174,25.79624,27.86845212,27.35458485,29.32734294,27.33986032,27.96682267,27.08678879,27.87870813,29.631493,27.40968211,26.86145579,28.03366869,27.85153077,26.85416502,26.50752749,28.23802192,27.17256723,28.22845902,25.36945132,28.16950052,28.61798094,27.42599489,28.55059243,28.37258037,27.87778929,27.35603768,26.87773844,26.81091112,27.11005025,26.58283899,28.06059618,27.25711535,27.55259588,26.90329368,26.93227095,26.88832118,>>DiffResult,25.8021899,27.87251907,27.50428729,27.91659893,27.0975732,2.11440903,0.572478883,0.999649228,0.777869086,0.999499825,0.999259438,0.801089687,0.999999953,0.994842595,0.629454103,0.903995074,0.990938966,0.634941,NO
FN1-N1007-H5N4F1+163.08,,,,,,91527593.96,,,,,,,,,,,,,,,,,310242772.1,,99442416.02,,,,89265785.52,,,,,,,130695195.7,,,157326956.7,352891668.6,203905015.6,,,312733516.2,326004136.3,,148860947.4,135417970.3,143805113.7,,,,,159399479.7,,>>NormaExpression,0,0,0,0,0,26.44770344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.20882236,0,26.56735803,0,0,0,26.41160399,0,0,0,0,0,0,26.96163088,0,0,27.22919065,28.39465013,27.60332203,0,0,28.22035861,28.28031503,0,27.14939009,27.01284397,27.09953975,0,0,0,0,27.24807169,0,>>DiffResult,1.322385172,8.118778438,8.258547167,16.82079913,10.85098455,15.49841396,0.053843422,0.649087667,0.523215534,0.999999867,0.98618274,0.065455665,0.635096177,0.873479915,0.543120656,0.213112372,0.983190551,0.10893751,NO
FN1-N1007-H5N4F1+174.05,,,,,,,,,,,,,,23065499.98,,45440488.01,,29253165.6,16272091.37,,59895537.71,51408176.8,,46449527.56,,,90711138.96,135220517.1,,,,,,12242919.2,,,,,59737973.85,108363088.9,,,,20711231.37,,108090032.2,72377527.17,86839791.93,115560087.8,,,143306454.2,86708048.5,,,>>NormaExpression,0,0,0,0,0,0,0,0,0,0,0,0,0,24.45923329,0,25.43747502,0,24.80208947,23.95589644,0,25.83594521,25.61549454,0,25.46916062,0,0,26.4347764,27.01073884,0,0,0,0,0,23.54544438,0,0,0,0,25.83214499,26.6912982,0,0,0,24.30391006,0,26.68765826,26.1090385,26.37185295,26.78406798,0,0,27.09452836,26.3696626,0,0,>>DiffResult,4.932734711,13.03661156,7.606888757,4.860782013,15.94168086,11.08089885,0.128106487,0.993370041,0.977923813,0.847844308,0.531868961,0.999999995,0.724494986,0.449715608,0.41538928,0.139654405,0.98237924,0.206560667,NO
